extract_date,date,mod_zcta,total_ed_visits,ili_pne_visits,ili_pne_admissions,pct_visits,pct_adm
2020-12-01,2020-03-01,10001,54,4,1,0.07407407407407407,0.25
2020-12-01,2020-03-01,10002,78,5,1,0.0641025641025641,0.2
2020-12-01,2020-03-01,10003,36,2,0,0.05555555555555555,0
2020-12-01,2020-03-01,10004,4,0,0,0,NaN
2020-12-01,2020-03-01,10005,2,0,0,0,NaN
2020-12-01,2020-03-01,10006,2,0,0,0,NaN
2020-12-01,2020-03-01,10007,5,0,0,0,NaN
2020-12-01,2020-03-01,10009,74,5,1,0.06756756756756757,0.2
2020-12-01,2020-03-01,10010,10,1,0,0.1,0
2020-12-01,2020-03-01,10011,40,3,1,0.075,0.3333333333333333
2020-12-01,2020-03-01,10012,6,0,0,0,NaN
2020-12-01,2020-03-01,10013,20,1,0,0.05,0
2020-12-01,2020-03-01,10014,14,1,0,0.07142857142857142,0
2020-12-01,2020-03-01,10016,82,4,0,0.04878048780487805,0
2020-12-01,2020-03-01,10017,9,1,1,0.1111111111111111,1
2020-12-01,2020-03-01,10018,12,0,0,0,NaN
2020-12-01,2020-03-01,10019,48,1,1,0.020833333333333332,1
2020-12-01,2020-03-01,10021,20,1,0,0.05,0
2020-12-01,2020-03-01,10022,17,0,0,0,NaN
2020-12-01,2020-03-01,10023,29,1,0,0.034482758620689655,0
2020-12-01,2020-03-01,10024,35,4,1,0.11428571428571428,0.25
2020-12-01,2020-03-01,10025,84,5,1,0.05952380952380952,0.2
2020-12-01,2020-03-01,10026,54,4,0,0.07407407407407407,0
2020-12-01,2020-03-01,10027,80,3,1,0.0375,0.3333333333333333
2020-12-01,2020-03-01,10028,19,1,0,0.05263157894736842,0
2020-12-01,2020-03-01,10029,157,8,2,0.050955414012738856,0.25
2020-12-01,2020-03-01,10030,52,4,1,0.07692307692307693,0.25
2020-12-01,2020-03-01,10031,73,3,1,0.0410958904109589,0.3333333333333333
2020-12-01,2020-03-01,10032,63,4,0,0.06349206349206349,0
2020-12-01,2020-03-01,10033,49,4,1,0.08163265306122448,0.25
2020-12-01,2020-03-01,10034,40,4,2,0.1,0.5
2020-12-01,2020-03-01,10035,99,7,1,0.0707070707070707,0.14285714285714285
2020-12-01,2020-03-01,10036,40,0,0,0,NaN
2020-12-01,2020-03-01,10037,33,5,1,0.15151515151515152,0.2
2020-12-01,2020-03-01,10038,30,1,1,0.03333333333333333,1
2020-12-01,2020-03-01,10039,49,3,0,0.061224489795918366,0
2020-12-01,2020-03-01,10040,28,3,2,0.10714285714285714,0.6666666666666666
2020-12-01,2020-03-01,10044,12,2,0,0.16666666666666666,0
2020-12-01,2020-03-01,10065,17,2,1,0.11764705882352941,0.5
2020-12-01,2020-03-01,10069,3,0,0,0,NaN
2020-12-01,2020-03-01,10075,24,0,0,0,NaN
2020-12-01,2020-03-01,10128,25,0,0,0,NaN
2020-12-01,2020-03-01,10280,3,0,0,0,NaN
2020-12-01,2020-03-01,10282,4,2,0,0.5,0
2020-12-01,2020-03-01,10301,54,2,0,0.037037037037037035,0
2020-12-01,2020-03-01,10302,28,0,0,0,NaN
2020-12-01,2020-03-01,10303,43,3,0,0.06976744186046512,0
2020-12-01,2020-03-01,10304,57,7,2,0.12280701754385964,0.2857142857142857
2020-12-01,2020-03-01,10305,53,0,0,0,NaN
2020-12-01,2020-03-01,10306,64,3,0,0.046875,0
2020-12-01,2020-03-01,10307,16,1,1,0.0625,1
2020-12-01,2020-03-01,10308,18,2,1,0.1111111111111111,0.5
2020-12-01,2020-03-01,10309,35,1,0,0.02857142857142857,0
2020-12-01,2020-03-01,10310,41,3,1,0.07317073170731707,0.3333333333333333
2020-12-01,2020-03-01,10312,50,4,3,0.08,0.75
2020-12-01,2020-03-01,10314,73,4,3,0.0547945205479452,0.75
2020-12-01,2020-03-01,10451,91,5,0,0.054945054945054944,0
2020-12-01,2020-03-01,10452,120,14,3,0.11666666666666667,0.21428571428571427
2020-12-01,2020-03-01,10453,143,12,3,0.08391608391608392,0.25
2020-12-01,2020-03-01,10454,79,8,4,0.10126582278481013,0.5
2020-12-01,2020-03-01,10455,59,6,0,0.1016949152542373,0
2020-12-01,2020-03-01,10456,181,17,5,0.09392265193370165,0.29411764705882354
2020-12-01,2020-03-01,10457,153,8,3,0.05228758169934641,0.375
2020-12-01,2020-03-01,10458,132,8,0,0.06060606060606061,0
2020-12-01,2020-03-01,10459,82,3,0,0.036585365853658534,0
2020-12-01,2020-03-01,10460,112,8,2,0.07142857142857142,0.25
2020-12-01,2020-03-01,10461,71,4,0,0.056338028169014086,0
2020-12-01,2020-03-01,10462,125,9,0,0.072,0
2020-12-01,2020-03-01,10463,54,4,1,0.07407407407407407,0.25
2020-12-01,2020-03-01,10464,1,0,0,0,NaN
2020-12-01,2020-03-01,10465,25,0,0,0,NaN
2020-12-01,2020-03-01,10466,99,8,0,0.08080808080808081,0
2020-12-01,2020-03-01,10467,172,12,0,0.06976744186046512,0
2020-12-01,2020-03-01,10468,117,9,1,0.07692307692307693,0.1111111111111111
2020-12-01,2020-03-01,10469,88,6,0,0.06818181818181818,0
2020-12-01,2020-03-01,10470,17,1,0,0.058823529411764705,0
2020-12-01,2020-03-01,10471,13,1,0,0.07692307692307693,0
2020-12-01,2020-03-01,10472,116,6,0,0.05172413793103448,0
2020-12-01,2020-03-01,10473,83,6,2,0.07228915662650602,0.3333333333333333
2020-12-01,2020-03-01,10474,28,0,0,0,NaN
2020-12-01,2020-03-01,10475,36,2,0,0.05555555555555555,0
2020-12-01,2020-03-01,11004,25,2,1,0.08,0.5
2020-12-01,2020-03-01,11101,48,5,0,0.10416666666666667,0
2020-12-01,2020-03-01,11102,36,3,0,0.08333333333333333,0
2020-12-01,2020-03-01,11103,24,3,1,0.125,0.3333333333333333
2020-12-01,2020-03-01,11104,19,3,0,0.15789473684210525,0
2020-12-01,2020-03-01,11105,34,7,1,0.20588235294117646,0.14285714285714285
2020-12-01,2020-03-01,11106,49,4,0,0.08163265306122448,0
2020-12-01,2020-03-01,11109,4,0,0,0,NaN
2020-12-01,2020-03-01,11201,53,1,0,0.018867924528301886,0
2020-12-01,2020-03-01,11203,107,6,1,0.056074766355140186,0.16666666666666666
2020-12-01,2020-03-01,11204,45,1,0,0.022222222222222223,0
2020-12-01,2020-03-01,11205,50,3,0,0.06,0
2020-12-01,2020-03-01,11206,113,6,3,0.05309734513274336,0.5
2020-12-01,2020-03-01,11207,148,17,3,0.11486486486486487,0.17647058823529413
2020-12-01,2020-03-01,11208,144,11,1,0.0763888888888889,0.09090909090909091
2020-12-01,2020-03-01,11209,53,3,1,0.05660377358490566,0.3333333333333333
2020-12-01,2020-03-01,11210,70,4,1,0.05714285714285714,0.25
2020-12-01,2020-03-01,11211,58,9,2,0.15517241379310345,0.2222222222222222
2020-12-01,2020-03-01,11212,157,11,3,0.07006369426751592,0.2727272727272727
2020-12-01,2020-03-01,11213,90,5,1,0.05555555555555555,0.2
2020-12-01,2020-03-01,11214,73,3,0,0.0410958904109589,0
2020-12-01,2020-03-01,11215,33,2,2,0.06060606060606061,1
2020-12-01,2020-03-01,11216,74,3,1,0.04054054054054054,0.3333333333333333
2020-12-01,2020-03-01,11217,40,3,0,0.075,0
2020-12-01,2020-03-01,11218,53,4,0,0.07547169811320754,0
2020-12-01,2020-03-01,11219,65,2,1,0.03076923076923077,0.5
2020-12-01,2020-03-01,11220,109,3,1,0.027522935779816515,0.3333333333333333
2020-12-01,2020-03-01,11221,96,11,1,0.11458333333333333,0.09090909090909091
2020-12-01,2020-03-01,11222,21,0,0,0,NaN
2020-12-01,2020-03-01,11223,64,3,1,0.046875,0.3333333333333333
2020-12-01,2020-03-01,11224,72,2,1,0.027777777777777776,0.5
2020-12-01,2020-03-01,11225,56,7,0,0.125,0
2020-12-01,2020-03-01,11226,111,5,2,0.04504504504504504,0.4
2020-12-01,2020-03-01,11228,23,1,0,0.043478260869565216,0
2020-12-01,2020-03-01,11229,46,2,0,0.043478260869565216,0
2020-12-01,2020-03-01,11230,71,2,1,0.028169014084507043,0.5
2020-12-01,2020-03-01,11231,39,1,0,0.02564102564102564,0
2020-12-01,2020-03-01,11232,20,1,0,0.05,0
2020-12-01,2020-03-01,11233,110,10,0,0.09090909090909091,0
2020-12-01,2020-03-01,11234,80,1,1,0.0125,1
2020-12-01,2020-03-01,11235,110,5,1,0.045454545454545456,0.2
2020-12-01,2020-03-01,11236,108,7,0,0.06481481481481481,0
2020-12-01,2020-03-01,11237,69,4,0,0.057971014492753624,0
2020-12-01,2020-03-01,11238,46,4,1,0.08695652173913043,0.25
2020-12-01,2020-03-01,11239,19,2,1,0.10526315789473684,0.5
2020-12-01,2020-03-01,11354,34,7,2,0.20588235294117646,0.2857142857142857
2020-12-01,2020-03-01,11355,54,11,1,0.2037037037037037,0.09090909090909091
2020-12-01,2020-03-01,11356,17,2,0,0.11764705882352941,0
2020-12-01,2020-03-01,11357,18,1,0,0.05555555555555555,0
2020-12-01,2020-03-01,11358,11,2,0,0.18181818181818182,0
2020-12-01,2020-03-01,11360,1,0,0,0,NaN
2020-12-01,2020-03-01,11361,9,0,0,0,NaN
2020-12-01,2020-03-01,11362,2,0,0,0,NaN
2020-12-01,2020-03-01,11363,2,0,0,0,NaN
2020-12-01,2020-03-01,11364,16,0,0,0,NaN
2020-12-01,2020-03-01,11365,30,3,0,0.1,0
2020-12-01,2020-03-01,11366,11,0,0,0,NaN
2020-12-01,2020-03-01,11367,19,4,3,0.21052631578947367,0.75
2020-12-01,2020-03-01,11368,137,16,3,0.11678832116788321,0.1875
2020-12-01,2020-03-01,11369,29,4,2,0.13793103448275862,0.5
2020-12-01,2020-03-01,11370,27,4,0,0.14814814814814814,0
2020-12-01,2020-03-01,11372,62,7,0,0.11290322580645161,0
2020-12-01,2020-03-01,11373,92,10,3,0.10869565217391304,0.3
2020-12-01,2020-03-01,11374,31,3,1,0.0967741935483871,0.3333333333333333
2020-12-01,2020-03-01,11375,40,5,4,0.125,0.8
2020-12-01,2020-03-01,11377,90,9,1,0.1,0.1111111111111111
2020-12-01,2020-03-01,11378,24,4,1,0.16666666666666666,0.25
2020-12-01,2020-03-01,11379,24,0,0,0,NaN
2020-12-01,2020-03-01,11385,89,10,2,0.11235955056179775,0.2
2020-12-01,2020-03-01,11411,30,2,1,0.06666666666666667,0.5
2020-12-01,2020-03-01,11412,29,1,0,0.034482758620689655,0
2020-12-01,2020-03-01,11413,24,2,0,0.08333333333333333,0
2020-12-01,2020-03-01,11414,14,0,0,0,NaN
2020-12-01,2020-03-01,11415,16,0,0,0,NaN
2020-12-01,2020-03-01,11416,40,4,1,0.1,0.25
2020-12-01,2020-03-01,11417,25,2,0,0.08,0
2020-12-01,2020-03-01,11418,49,3,0,0.061224489795918366,0
2020-12-01,2020-03-01,11419,52,5,0,0.09615384615384616,0
2020-12-01,2020-03-01,11420,44,4,0,0.09090909090909091,0
2020-12-01,2020-03-01,11421,41,2,1,0.04878048780487805,0.5
2020-12-01,2020-03-01,11422,28,0,0,0,NaN
2020-12-01,2020-03-01,11423,16,2,1,0.125,0.5
2020-12-01,2020-03-01,11426,8,0,0,0,NaN
2020-12-01,2020-03-01,11427,18,0,0,0,NaN
2020-12-01,2020-03-01,11428,19,1,0,0.05263157894736842,0
2020-12-01,2020-03-01,11429,38,1,0,0.02631578947368421,0
2020-12-01,2020-03-01,11432,85,5,2,0.058823529411764705,0.4
2020-12-01,2020-03-01,11433,54,3,0,0.05555555555555555,0
2020-12-01,2020-03-01,11434,54,4,2,0.07407407407407407,0.5
2020-12-01,2020-03-01,11435,69,6,1,0.08695652173913043,0.16666666666666666
2020-12-01,2020-03-01,11436,22,3,1,0.13636363636363635,0.3333333333333333
2020-12-01,2020-03-01,11691,88,6,0,0.06818181818181818,0
2020-12-01,2020-03-01,11692,16,2,0,0.125,0
2020-12-01,2020-03-01,11693,8,0,0,0,NaN
2020-12-01,2020-03-01,11694,18,0,0,0,NaN
2020-12-01,2020-03-01,11697,3,0,0,0,NaN
2020-12-01,2020-03-02,10001,46,6,1,0.13043478260869565,0.16666666666666666
2020-12-01,2020-03-02,10002,90,7,1,0.07777777777777778,0.14285714285714285
2020-12-01,2020-03-02,10003,42,1,0,0.023809523809523808,0
2020-12-01,2020-03-02,10005,2,0,0,0,NaN
2020-12-01,2020-03-02,10007,6,0,0,0,NaN
2020-12-01,2020-03-02,10009,83,6,2,0.07228915662650602,0.3333333333333333
2020-12-01,2020-03-02,10010,18,2,0,0.1111111111111111,0
2020-12-01,2020-03-02,10011,40,2,0,0.05,0
2020-12-01,2020-03-02,10012,12,0,0,0,NaN
2020-12-01,2020-03-02,10013,24,0,0,0,NaN
2020-12-01,2020-03-02,10014,12,1,0,0.08333333333333333,0
2020-12-01,2020-03-02,10016,98,1,0,0.01020408163265306,0
2020-12-01,2020-03-02,10017,11,0,0,0,NaN
2020-12-01,2020-03-02,10018,7,1,0,0.14285714285714285,0
2020-12-01,2020-03-02,10019,49,5,0,0.10204081632653061,0
2020-12-01,2020-03-02,10021,22,2,1,0.09090909090909091,0.5
2020-12-01,2020-03-02,10022,18,0,0,0,NaN
2020-12-01,2020-03-02,10023,41,1,0,0.024390243902439025,0
2020-12-01,2020-03-02,10024,30,4,0,0.13333333333333333,0
2020-12-01,2020-03-02,10025,105,8,2,0.0761904761904762,0.25
2020-12-01,2020-03-02,10026,86,9,1,0.10465116279069768,0.1111111111111111
2020-12-01,2020-03-02,10027,107,8,1,0.07476635514018691,0.125
2020-12-01,2020-03-02,10028,31,1,0,0.03225806451612903,0
2020-12-01,2020-03-02,10029,206,11,0,0.05339805825242718,0
2020-12-01,2020-03-02,10030,80,8,2,0.1,0.25
2020-12-01,2020-03-02,10031,85,9,2,0.10588235294117647,0.2222222222222222
2020-12-01,2020-03-02,10032,86,11,3,0.12790697674418605,0.2727272727272727
2020-12-01,2020-03-02,10033,67,5,0,0.07462686567164178,0
2020-12-01,2020-03-02,10034,49,2,1,0.04081632653061224,0.5
2020-12-01,2020-03-02,10035,115,11,1,0.09565217391304348,0.09090909090909091
2020-12-01,2020-03-02,10036,42,3,2,0.07142857142857142,0.6666666666666666
2020-12-01,2020-03-02,10037,51,8,0,0.1568627450980392,0
2020-12-01,2020-03-02,10038,31,0,0,0,NaN
2020-12-01,2020-03-02,10039,52,6,1,0.11538461538461539,0.16666666666666666
2020-12-01,2020-03-02,10040,42,3,1,0.07142857142857142,0.3333333333333333
2020-12-01,2020-03-02,10044,9,0,0,0,NaN
2020-12-01,2020-03-02,10065,24,1,0,0.041666666666666664,0
2020-12-01,2020-03-02,10069,3,1,1,0.3333333333333333,1
2020-12-01,2020-03-02,10075,27,5,1,0.18518518518518517,0.2
2020-12-01,2020-03-02,10128,36,5,0,0.1388888888888889,0
2020-12-01,2020-03-02,10282,5,0,0,0,NaN
2020-12-01,2020-03-02,10301,86,4,2,0.046511627906976744,0.5
2020-12-01,2020-03-02,10302,43,2,0,0.046511627906976744,0
2020-12-01,2020-03-02,10303,48,3,1,0.0625,0.3333333333333333
2020-12-01,2020-03-02,10304,62,1,0,0.016129032258064516,0
2020-12-01,2020-03-02,10305,51,5,1,0.09803921568627451,0.2
2020-12-01,2020-03-02,10306,46,3,1,0.06521739130434782,0.3333333333333333
2020-12-01,2020-03-02,10307,14,0,0,0,NaN
2020-12-01,2020-03-02,10308,20,2,1,0.1,0.5
2020-12-01,2020-03-02,10309,31,2,1,0.06451612903225806,0.5
2020-12-01,2020-03-02,10310,56,2,0,0.03571428571428571,0
2020-12-01,2020-03-02,10312,56,5,3,0.08928571428571429,0.6
2020-12-01,2020-03-02,10314,97,6,3,0.061855670103092786,0.5
2020-12-01,2020-03-02,10451,128,17,1,0.1328125,0.058823529411764705
2020-12-01,2020-03-02,10452,175,15,2,0.08571428571428572,0.13333333333333333
2020-12-01,2020-03-02,10453,189,18,3,0.09523809523809523,0.16666666666666666
2020-12-01,2020-03-02,10454,120,6,2,0.05,0.3333333333333333
2020-12-01,2020-03-02,10455,113,7,1,0.061946902654867256,0.14285714285714285
2020-12-01,2020-03-02,10456,273,21,4,0.07692307692307693,0.19047619047619047
2020-12-01,2020-03-02,10457,247,17,2,0.06882591093117409,0.11764705882352941
2020-12-01,2020-03-02,10458,153,17,1,0.1111111111111111,0.058823529411764705
2020-12-01,2020-03-02,10459,123,8,1,0.06504065040650407,0.125
2020-12-01,2020-03-02,10460,133,14,4,0.10526315789473684,0.2857142857142857
2020-12-01,2020-03-02,10461,89,5,1,0.056179775280898875,0.2
2020-12-01,2020-03-02,10462,148,10,1,0.06756756756756757,0.1
2020-12-01,2020-03-02,10463,87,5,2,0.05747126436781609,0.4
2020-12-01,2020-03-02,10464,2,0,0,0,NaN
2020-12-01,2020-03-02,10465,43,3,1,0.06976744186046512,0.3333333333333333
2020-12-01,2020-03-02,10466,142,9,2,0.06338028169014084,0.2222222222222222
2020-12-01,2020-03-02,10467,248,12,1,0.04838709677419355,0.08333333333333333
2020-12-01,2020-03-02,10468,129,10,1,0.07751937984496124,0.1
2020-12-01,2020-03-02,10469,130,17,3,0.13076923076923078,0.17647058823529413
2020-12-01,2020-03-02,10470,21,3,0,0.14285714285714285,0
2020-12-01,2020-03-02,10471,17,0,0,0,NaN
2020-12-01,2020-03-02,10472,156,14,4,0.08974358974358974,0.2857142857142857
2020-12-01,2020-03-02,10473,109,7,0,0.06422018348623854,0
2020-12-01,2020-03-02,10474,38,3,2,0.07894736842105263,0.6666666666666666
2020-12-01,2020-03-02,10475,48,4,0,0.08333333333333333,0
2020-12-01,2020-03-02,11004,23,0,0,0,NaN
2020-12-01,2020-03-02,11101,43,1,1,0.023255813953488372,1
2020-12-01,2020-03-02,11102,41,3,1,0.07317073170731707,0.3333333333333333
2020-12-01,2020-03-02,11103,38,2,1,0.05263157894736842,0.5
2020-12-01,2020-03-02,11104,24,2,1,0.08333333333333333,0.5
2020-12-01,2020-03-02,11105,32,2,0,0.0625,0
2020-12-01,2020-03-02,11106,31,4,1,0.12903225806451613,0.25
2020-12-01,2020-03-02,11109,1,0,0,0,NaN
2020-12-01,2020-03-02,11201,85,5,1,0.058823529411764705,0.2
2020-12-01,2020-03-02,11203,162,12,0,0.07407407407407407,0
2020-12-01,2020-03-02,11204,58,0,0,0,NaN
2020-12-01,2020-03-02,11205,56,3,0,0.05357142857142857,0
2020-12-01,2020-03-02,11206,166,13,3,0.0783132530120482,0.23076923076923078
2020-12-01,2020-03-02,11207,215,14,0,0.06511627906976744,0
2020-12-01,2020-03-02,11208,169,16,3,0.09467455621301775,0.1875
2020-12-01,2020-03-02,11209,77,1,0,0.012987012987012988,0
2020-12-01,2020-03-02,11210,67,2,0,0.029850746268656716,0
2020-12-01,2020-03-02,11211,77,10,3,0.12987012987012986,0.3
2020-12-01,2020-03-02,11212,239,16,2,0.06694560669456066,0.125
2020-12-01,2020-03-02,11213,121,10,1,0.08264462809917356,0.1
2020-12-01,2020-03-02,11214,78,4,0,0.05128205128205128,0
2020-12-01,2020-03-02,11215,41,2,1,0.04878048780487805,0.5
2020-12-01,2020-03-02,11216,92,4,0,0.043478260869565216,0
2020-12-01,2020-03-02,11217,51,3,1,0.058823529411764705,0.3333333333333333
2020-12-01,2020-03-02,11218,86,4,2,0.046511627906976744,0.5
2020-12-01,2020-03-02,11219,67,4,1,0.05970149253731343,0.25
2020-12-01,2020-03-02,11220,131,9,3,0.06870229007633588,0.3333333333333333
2020-12-01,2020-03-02,11221,174,14,3,0.08045977011494253,0.21428571428571427
2020-12-01,2020-03-02,11222,26,2,0,0.07692307692307693,0
2020-12-01,2020-03-02,11223,86,8,1,0.09302325581395349,0.125
2020-12-01,2020-03-02,11224,90,8,3,0.08888888888888889,0.375
2020-12-01,2020-03-02,11225,89,8,2,0.0898876404494382,0.25
2020-12-01,2020-03-02,11226,167,16,3,0.09580838323353294,0.1875
2020-12-01,2020-03-02,11228,39,1,0,0.02564102564102564,0
2020-12-01,2020-03-02,11229,81,3,2,0.037037037037037035,0.6666666666666666
2020-12-01,2020-03-02,11230,101,3,0,0.0297029702970297,0
2020-12-01,2020-03-02,11231,42,4,1,0.09523809523809523,0.25
2020-12-01,2020-03-02,11232,39,1,0,0.02564102564102564,0
2020-12-01,2020-03-02,11233,140,13,3,0.09285714285714286,0.23076923076923078
2020-12-01,2020-03-02,11234,86,4,1,0.046511627906976744,0.25
2020-12-01,2020-03-02,11235,130,4,1,0.03076923076923077,0.25
2020-12-01,2020-03-02,11236,148,13,3,0.08783783783783784,0.23076923076923078
2020-12-01,2020-03-02,11237,92,14,1,0.15217391304347827,0.07142857142857142
2020-12-01,2020-03-02,11238,67,8,0,0.11940298507462686,0
2020-12-01,2020-03-02,11239,32,3,2,0.09375,0.6666666666666666
2020-12-01,2020-03-02,11354,39,6,3,0.15384615384615385,0.5
2020-12-01,2020-03-02,11355,62,9,2,0.14516129032258066,0.2222222222222222
2020-12-01,2020-03-02,11356,27,3,1,0.1111111111111111,0.3333333333333333
2020-12-01,2020-03-02,11357,11,2,0,0.18181818181818182,0
2020-12-01,2020-03-02,11358,10,1,0,0.1,0
2020-12-01,2020-03-02,11360,3,0,0,0,NaN
2020-12-01,2020-03-02,11361,13,1,0,0.07692307692307693,0
2020-12-01,2020-03-02,11362,12,1,0,0.08333333333333333,0
2020-12-01,2020-03-02,11363,2,0,0,0,NaN
2020-12-01,2020-03-02,11364,14,2,0,0.14285714285714285,0
2020-12-01,2020-03-02,11365,27,1,1,0.037037037037037035,1
2020-12-01,2020-03-02,11366,14,2,0,0.14285714285714285,0
2020-12-01,2020-03-02,11367,32,2,1,0.0625,0.5
2020-12-01,2020-03-02,11368,183,22,1,0.12021857923497267,0.045454545454545456
2020-12-01,2020-03-02,11369,53,7,0,0.1320754716981132,0
2020-12-01,2020-03-02,11370,45,6,1,0.13333333333333333,0.16666666666666666
2020-12-01,2020-03-02,11372,87,10,2,0.11494252873563218,0.2
2020-12-01,2020-03-02,11373,117,3,1,0.02564102564102564,0.3333333333333333
2020-12-01,2020-03-02,11374,47,6,1,0.1276595744680851,0.16666666666666666
2020-12-01,2020-03-02,11375,47,4,2,0.0851063829787234,0.5
2020-12-01,2020-03-02,11377,101,14,3,0.13861386138613863,0.21428571428571427
2020-12-01,2020-03-02,11378,27,2,0,0.07407407407407407,0
2020-12-01,2020-03-02,11379,22,1,0,0.045454545454545456,0
2020-12-01,2020-03-02,11385,125,7,0,0.056,0
2020-12-01,2020-03-02,11411,29,3,0,0.10344827586206896,0
2020-12-01,2020-03-02,11412,52,2,0,0.038461538461538464,0
2020-12-01,2020-03-02,11413,42,1,0,0.023809523809523808,0
2020-12-01,2020-03-02,11414,19,0,0,0,NaN
2020-12-01,2020-03-02,11415,14,1,1,0.07142857142857142,1
2020-12-01,2020-03-02,11416,34,2,0,0.058823529411764705,0
2020-12-01,2020-03-02,11417,40,5,1,0.125,0.2
2020-12-01,2020-03-02,11418,54,4,2,0.07407407407407407,0.5
2020-12-01,2020-03-02,11419,61,7,1,0.11475409836065574,0.14285714285714285
2020-12-01,2020-03-02,11420,74,2,1,0.02702702702702703,0.5
2020-12-01,2020-03-02,11421,60,8,3,0.13333333333333333,0.375
2020-12-01,2020-03-02,11422,28,2,1,0.07142857142857142,0.5
2020-12-01,2020-03-02,11423,35,2,0,0.05714285714285714,0
2020-12-01,2020-03-02,11426,13,0,0,0,NaN
2020-12-01,2020-03-02,11427,30,2,0,0.06666666666666667,0
2020-12-01,2020-03-02,11428,16,1,0,0.0625,0
2020-12-01,2020-03-02,11429,37,3,1,0.08108108108108109,0.3333333333333333
2020-12-01,2020-03-02,11432,99,2,0,0.020202020202020204,0
2020-12-01,2020-03-02,11433,53,3,1,0.05660377358490566,0.3333333333333333
2020-12-01,2020-03-02,11434,108,3,0,0.027777777777777776,0
2020-12-01,2020-03-02,11435,86,10,1,0.11627906976744186,0.1
2020-12-01,2020-03-02,11436,27,2,1,0.07407407407407407,0.5
2020-12-01,2020-03-02,11691,122,13,2,0.10655737704918032,0.15384615384615385
2020-12-01,2020-03-02,11692,34,2,0,0.058823529411764705,0
2020-12-01,2020-03-02,11693,14,1,0,0.07142857142857142,0
2020-12-01,2020-03-02,11694,18,1,0,0.05555555555555555,0
2020-12-01,2020-03-02,11697,2,0,0,0,NaN
2020-12-01,2020-03-03,10001,45,0,0,0,NaN
2020-12-01,2020-03-03,10002,82,7,1,0.08536585365853659,0.14285714285714285
2020-12-01,2020-03-03,10003,51,2,1,0.0392156862745098,0.5
2020-12-01,2020-03-03,10004,4,1,0,0.25,0
2020-12-01,2020-03-03,10005,3,0,0,0,NaN
2020-12-01,2020-03-03,10006,2,0,0,0,NaN
2020-12-01,2020-03-03,10007,2,1,0,0.5,0
2020-12-01,2020-03-03,10009,93,6,0,0.06451612903225806,0
2020-12-01,2020-03-03,10010,23,1,0,0.043478260869565216,0
2020-12-01,2020-03-03,10011,30,3,2,0.1,0.6666666666666666
2020-12-01,2020-03-03,10012,7,1,0,0.14285714285714285,0
2020-12-01,2020-03-03,10013,15,0,0,0,NaN
2020-12-01,2020-03-03,10014,22,2,0,0.09090909090909091,0
2020-12-01,2020-03-03,10016,109,5,1,0.045871559633027525,0.2
2020-12-01,2020-03-03,10017,14,0,0,0,NaN
2020-12-01,2020-03-03,10018,7,2,2,0.2857142857142857,1
2020-12-01,2020-03-03,10019,42,2,0,0.047619047619047616,0
2020-12-01,2020-03-03,10021,18,1,0,0.05555555555555555,0
2020-12-01,2020-03-03,10022,15,1,0,0.06666666666666667,0
2020-12-01,2020-03-03,10023,39,4,0,0.10256410256410256,0
2020-12-01,2020-03-03,10024,30,3,0,0.1,0
2020-12-01,2020-03-03,10025,97,5,0,0.05154639175257732,0
2020-12-01,2020-03-03,10026,49,4,0,0.08163265306122448,0
2020-12-01,2020-03-03,10027,105,9,1,0.08571428571428572,0.1111111111111111
2020-12-01,2020-03-03,10028,25,1,1,0.04,1
2020-12-01,2020-03-03,10029,199,21,4,0.10552763819095477,0.19047619047619047
2020-12-01,2020-03-03,10030,75,6,0,0.08,0
2020-12-01,2020-03-03,10031,97,8,0,0.08247422680412371,0
2020-12-01,2020-03-03,10032,87,10,3,0.11494252873563218,0.3
2020-12-01,2020-03-03,10033,60,6,0,0.1,0
2020-12-01,2020-03-03,10034,56,9,2,0.16071428571428573,0.2222222222222222
2020-12-01,2020-03-03,10035,106,6,3,0.05660377358490566,0.5
2020-12-01,2020-03-03,10036,23,2,0,0.08695652173913043,0
2020-12-01,2020-03-03,10037,62,2,1,0.03225806451612903,0.5
2020-12-01,2020-03-03,10038,26,2,1,0.07692307692307693,0.5
2020-12-01,2020-03-03,10039,52,5,0,0.09615384615384616,0
2020-12-01,2020-03-03,10040,49,4,1,0.08163265306122448,0.25
2020-12-01,2020-03-03,10044,13,3,2,0.23076923076923078,0.6666666666666666
2020-12-01,2020-03-03,10065,18,0,0,0,NaN
2020-12-01,2020-03-03,10069,4,0,0,0,NaN
2020-12-01,2020-03-03,10075,30,1,0,0.03333333333333333,0
2020-12-01,2020-03-03,10128,33,7,2,0.21212121212121213,0.2857142857142857
2020-12-01,2020-03-03,10280,2,0,0,0,NaN
2020-12-01,2020-03-03,10282,3,0,0,0,NaN
2020-12-01,2020-03-03,10301,69,7,1,0.10144927536231885,0.14285714285714285
2020-12-01,2020-03-03,10302,25,2,0,0.08,0
2020-12-01,2020-03-03,10303,47,2,0,0.0425531914893617,0
2020-12-01,2020-03-03,10304,79,8,2,0.10126582278481013,0.25
2020-12-01,2020-03-03,10305,55,2,1,0.03636363636363636,0.5
2020-12-01,2020-03-03,10306,55,5,2,0.09090909090909091,0.4
2020-12-01,2020-03-03,10307,11,0,0,0,NaN
